x;y_name;y;action;direction;meters;degshours;object1;nearest;relation1;object2;relation2;object3;self;gaze;delayed;type
двигаться назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
сделай бросок на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
загребай в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
соверши поворот в сторону запада;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй чалить по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
кинься на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
потеряйся взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся приближаться задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай вправо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
трюшчи в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
мчись в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай влево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
поднемись в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пойди;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
выскочи в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни основываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шкандыбарь на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
доставь себя напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать влево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай сходить направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
пролетай на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся заворчивать на западный край;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
приедь на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
убеги;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
вали на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
езжай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй тянуться напрямик;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни везти;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шаркай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шлёпай вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
поторопись на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в северную сторону;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот в восточную сторону;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
вкатывайся вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
выходи на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
осуществи перемещение задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
убеги на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай продвигаться в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся хромать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пошел на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
чаль на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся поворачивать на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
доставь себя задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся захаживать на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй передвигаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
сходи напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни дерзать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
удались в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в правую сторону;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни заворчивать в сторону востока;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот в южную сторону;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
начни поторапливаться направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй волочься в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
мчи на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
повернись на юг;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
переходи на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
кинься на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни спускаться в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот на север;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
начни шлёпать напрямик;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай ковылять на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
топай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
соверши телепортацию задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй ковылять;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пойди в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начни шмыгать напрямик;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
тяни вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
выскочи направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот в правую сторону;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
поезжай прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай шлёпать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся давать в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй спускаться в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
зайди влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся заворчивать налево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай влево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся подвигаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
гони;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
толкайся на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
колобродь в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай выступать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни гнать взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся перемещаться по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй катиться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни вкатываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся езжать в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай на юг;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай следовать по пути влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
повернись в сторону востока;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
греби в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
канай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся передвигаться на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать в левую сторону;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай шарить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
поторопись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отбеги вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в западную сторону;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
повернись на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся заворчивать в западную сторону;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни спускаться в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся пробираться напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни убегать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать в левую сторону;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать по правую руку;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй давать на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать на южный край;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай поторапливаться на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
прогуляйся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай основываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй бежать на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай на южный край;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
переместись в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начни подвигаться направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
устремись в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй везти на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни валить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в левую сторону;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
переступай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай выбегать на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
выбрасывайся направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
катись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отбегай задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
причаль направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
скачи вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
поезжай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй стягиваться на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот в левую сторону;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
выбегай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй переступать в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
приходи задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
шествуй на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся брести на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
маршируй в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся подходить на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай выбегать в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
переместись на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
сдай на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
лети вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
подымайся на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
выметайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
проезжай в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
обоснуйся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай выбегать по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй шаркать влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся поворачивать в западную сторону;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
отбеги на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай гнать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пройди прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пробирайся влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
хромай налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай поторапливаться направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни переть на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начинай подходить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
хлюпай задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начни переходить на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
обоснуйся взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся тянуться вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни тащиться в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
отбегай вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай перемещаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
броди;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй спешить на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй шагать в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй плыть на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй топать напрямик;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
становись на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
шарь;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай заворчивать на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
перемещайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
сдай на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
направляй шаги на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни чалить направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай в западную сторону;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
выбегай напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай езжать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
доставь себя налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
стремись в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начни шаркать на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начинай толкаться налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай шарить на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй шествовать прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
плетись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
собирайся в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
греби прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
собирайся налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начни основываться вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай в сторону юга;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай в правую сторону;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни сдвигаться прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
иди вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
выбирайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
переступай на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай на восточный край;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
теки на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать на север;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
пойди на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начинай дуть по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начинай дуть в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в сторону востока;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
начинай хромать на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
убирайся вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать на восточный край;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
делай маневр в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай командироваться в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
сделай поворот на запад;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
подходи на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
припусти в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начни плыть в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
сделай бросок вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни плестись вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй хлюпать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй везти;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
двигайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
удались в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
толкайся в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй пролетать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся влачиться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай сматываться вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
убирайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
зайди;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
передвигайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пролетай на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начни танцевать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
сматывайся в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
прохаживай на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся гнать в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начни выметаться назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
двигаться напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся загребать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
спускайся в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
тащись в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начинай заворчивать на запад;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
начинай выбрасываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни заворчивать на южный край;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
приближайся на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
при в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся заворчивать на запад;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни командироваться на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
сматывайся в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
приходи в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начинай приходить в сторону запада;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начинай танцевать на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать налево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся брести вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй высаживаться в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
плетись вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся дефилировать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать по правую руку;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
начинай приходить напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отгреби влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
гуляй;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй дефилировать в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
спеши вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся пролетать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
зайди взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
командируйся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни заворчивать;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
припусти вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
основывайся напрямик;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
выскочи в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся сматываться на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся шарить на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай становиться в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начни стягиваться назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
хлюпай в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
стягивайся вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся уноситься по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
осуществи перемещение прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отвали в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начинай пробираться задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начинай заворчивать в сторону севера;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
дуй взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
перебегать в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
направляйся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
перебрасывайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шарь вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни мчать в сторону запада;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
убеги в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начинай приходить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай плыть в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
стремись вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
дерзай вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
пошел на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
отбеги на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
волочись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шагай в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
уходи напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
осуществи перемещение;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пробирайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
денься направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
соверши телепортацию в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй дуть на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся пробираться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
при прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай направо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
хромай в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
шлёпай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
соверши телепортацию на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся поворачивать вправо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
устремись на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
приедь вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начинай дуть вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
поторопись на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
поднемись вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начинай тащиться на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
выступай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать налево;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
начни сходить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
торопись в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся езжать задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начинай поворачивать вправо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
